  0.20000000    0.1683421321E+01   -0.7488551525E-05
  0.21600000    0.1745169743E+01   -0.8843376576E-04
  0.23200000    0.1874409200E+01   -0.1092242503E-03
  0.24800000    0.2078174129E+01   -0.1019181920E-01
  0.26400000    0.2222295257E+01   -0.1552427201E-04
  0.28000000    0.2262084035E+01   -0.1898869140E-03
  0.29600000    0.2391292880E+01   -0.2233946421E-03
  0.31200000    0.2614336537E+01   -0.1286548693E-01
  0.32800000    0.2761313444E+01   -0.2591161407E-04
  0.34400000    0.2778864497E+01   -0.3457469917E-03
  0.36000000    0.2908035168E+01   -0.3942174147E-03
  0.37600000    0.3150408173E+01   -0.1557211126E-01
  0.39200000    0.3300506200E+01   -0.3691797305E-04
  0.40800000    0.3295481108E+01   -0.5641434805E-03
  0.42400000    0.3424606464E+01   -0.6292409096E-03
  0.44000000    0.3705031759E+01   -0.4405329796E-04
  0.45600000    0.3839900797E+01   -0.4596384194E-04
  0.47200000    0.3811905136E+01   -0.8507764805E-03
  0.48800000    0.3940977451E+01   -0.9335183260E-03
  0.50400000    0.4244594688E+01   -0.4956273114E-04
  0.52000000    0.4379522590E+01   -0.4987519858E-04
  0.53600000    0.4328108120E+01   -0.1208752542E-02
  0.55200000    0.4457121405E+01   -0.1309515759E-02
  0.56800000    0.4784400779E+01   -0.4739704312E-04
  0.58400000    0.4919392665E+01   -0.4525695932E-04
  0.60000000    0.4844065214E+01   -0.1638673192E-02
  0.61600000    0.4973013297E+01   -0.1757250303E-02
  0.63200000    0.5324469665E+01   -0.3418941269E-04
  0.64800000    0.5459529966E+01   -0.2879383276E-04
  0.66400000    0.5359753414E+01   -0.2138954661E-02
  0.68000000    0.5488631075E+01   -0.2274666485E-02
  0.69600000    0.5864818075E+01   -0.6884548524E-05
  0.71200000    0.5999950571E+01    0.2454117198E-05
  0.72800000    0.5875153092E+01   -0.2706358365E-02
  0.74400000    0.6003955955E+01   -0.2858213410E-02
  0.76000000    0.6405460224E+01    0.3704181403E-04
  0.77600000    0.6540668106E+01    0.5085405056E-04
  0.79200000    0.6390248049E+01   -0.3336655151E-02
  0.80800000    0.6518972607E+01   -0.3503521889E-02
  0.82400000    0.6946408063E+01    0.9944858392E-04
  0.84000000    0.7081693996E+01    0.1180874901E-03
  0.85600000    0.6905025535E+01   -0.4025300949E-02
  0.87200000    0.7033669114E+01   -0.4206065317E-02
  0.88800000    0.7487671553E+01    0.1814776866E-03
  0.90400000    0.7623037737E+01    0.2051169282E-03
  0.92000000    0.7419475998E+01   -0.4768015077E-02
  0.93600000    0.7548036680E+01   -0.4961700435E-02
  0.95200000    0.8029258830E+01    0.2835660503E-03
  0.96800000    0.8164707047E+01    0.3122114026E-03
  0.98400000    0.7933592776E+01   -0.5561190779E-02
