   0.2880000E+00  0.8196134E-16  0.8158276E-02
   0.2920000E+00 -0.1018704E-15  0.8205958E-02
   0.2960000E+00  0.2656081E-16  0.8250841E-02
   0.3000000E+00 -0.1110295E-15  0.8292878E-02
   0.3040000E+00 -0.3887381E-15  0.8332026E-02
   0.3080000E+00  0.1926221E-15  0.8368240E-02
   0.3120000E+00  0.2365846E-15  0.8401474E-02
   0.3160000E+00 -0.5958936E-16  0.8431682E-02
   0.3200000E+00  0.1110689E-15  0.8458819E-02
   0.3240000E+00  0.7916827E-16  0.8482837E-02
   0.3280000E+00 -0.1352660E-15  0.8503690E-02
   0.3320000E+00 -0.1565894E-15  0.8521330E-02
   0.3360000E+00 -0.8105311E-16  0.8535710E-02
   0.3400000E+00  0.1201612E-15  0.8546781E-02
   0.3440000E+00 -0.1577158E-15  0.8554494E-02
   0.3480000E+00  0.2091020E-16  0.8558801E-02
   0.3520000E+00  0.1899727E-15  0.8559650E-02
   0.3560000E+00 -0.8317305E-16  0.8556992E-02
   0.3600000E+00 -0.5543541E-16  0.8550775E-02
   0.3640000E+00 -0.2246333E-15  0.8540947E-02
   0.3680000E+00 -0.1110816E-15  0.8527455E-02
   0.3720000E+00  0.1113559E-15  0.8510245E-02
   0.3760000E+00 -0.1131364E-15  0.8489262E-02
   0.3800000E+00  0.2596764E-15  0.8464450E-02
   0.3840000E+00 -0.1324162E-16  0.8435752E-02
   0.3880000E+00 -0.4550359E-16  0.8403110E-02
   0.3920000E+00 -0.5553395E-16  0.8366462E-02
   0.3960000E+00  0.2910856E-17  0.8325747E-02
   0.4000000E+00  0.1730077E-15  0.8280902E-02
   0.4040000E+00 -0.2770485E-16  0.8231859E-02
   0.4080000E+00 -0.1698022E-16  0.8178551E-02
   0.4120000E+00  0.8298784E-16  0.8120905E-02
   0.4160000E+00 -0.3888314E-15  0.8058847E-02
   0.4200000E+00 -0.4018838E-16  0.7992296E-02
   0.4240000E+00  0.5862247E-16  0.7921171E-02
   0.4280000E+00  0.3044264E-15  0.7845381E-02
   0.4320000E+00 -0.5548847E-16  0.7764832E-02
   0.4360000E+00  0.7556113E-16  0.7679421E-02
   0.4400000E+00  0.1097490E-15  0.7589037E-02
   0.4440000E+00 -0.9642970E-16  0.7493556E-02
   0.4480000E+00  0.3923144E-16  0.7392846E-02
   0.4520000E+00  0.2577389E-16  0.7286754E-02
   0.4560000E+00  0.5292493E-16  0.7175111E-02
   0.4600000E+00  0.4828482E-15  0.7057724E-02
   0.4640000E+00 -0.4366278E-16  0.6934369E-02
   0.4680000E+00  0.2763353E-16  0.6804784E-02
   0.4720000E+00  0.9919005E-16  0.6668660E-02
   0.4760000E+00 -0.2773415E-16  0.6525622E-02
   0.4800000E+00  0.2152164E-15  0.6375210E-02
   0.4840000E+00 -0.2173250E-15  0.6216850E-02
   0.4880000E+00  0.2395163E-16  0.6049803E-02
   0.4920000E+00 -0.1390329E-15  0.5873101E-02
   0.4960000E+00 -0.5546100E-16  0.5685422E-02
   0.5000000E+00  0.6499787E-15  0.5484897E-02
   0.5040000E+00 -0.2773972E-16  0.5268736E-02
   0.5080000E+00 -0.2220620E-15  0.5032462E-02
   0.5120000E+00  0.2526074E-15  0.4768082E-02
   0.5160000E+00  0.5259313E-16  0.4458557E-02
   0.5200000E+00  0.1665014E-15  0.4050600E-02
   0.5240000E+00  0.4307758E-03  0.3403261E-02
   0.5280000E+00  0.8432585E-03  0.3348543E-02
   0.5320000E+00  0.1105411E-02  0.3292699E-02
   0.5360000E+00  0.1309964E-02  0.3235778E-02
   0.5400000E+00  0.1480251E-02  0.3177838E-02
   0.5440000E+00  0.1626390E-02  0.3118935E-02
   0.5480000E+00  0.1753784E-02  0.3059132E-02
   0.5520000E+00  0.1865665E-02  0.2998501E-02
   0.5560000E+00  0.1964097E-02  0.2937116E-02
   0.5600000E+00  0.2050449E-02  0.2875059E-02
   0.5640000E+00  0.2125644E-02  0.2812418E-02
   0.5680000E+00  0.2190298E-02  0.2749286E-02
   0.5720000E+00  0.2244805E-02  0.2685764E-02
   0.5760000E+00  0.2289389E-02  0.2621960E-02
   0.5800000E+00  0.2324136E-02  0.2557987E-02
   0.5840000E+00  0.2349013E-02  0.2493965E-02
   0.5880000E+00  0.2363881E-02  0.2430021E-02
   0.5920000E+00  0.2368495E-02  0.2366287E-02
   0.5960000E+00  0.2362498E-02  0.2302898E-02
   0.6000000E+00  0.2345414E-02  0.2239996E-02
   0.6040000E+00  0.2316613E-02  0.2177707E-02
   0.6080000E+00  0.2275311E-02  0.2116209E-02
   0.6120000E+00  0.2220463E-02  0.2055631E-02
   0.6160000E+00  0.2150716E-02  0.1996116E-02
   0.6200000E+00  0.2064255E-02  0.1937805E-02
   0.6240000E+00  0.1958581E-02  0.1880831E-02
   0.6280000E+00  0.1830083E-02  0.1825323E-02
   0.6320000E+00  0.1673228E-02  0.1771397E-02
   0.6360000E+00  0.1478717E-02  0.1719160E-02
   0.6400000E+00  0.1228448E-02  0.1668707E-02
   0.6440000E+00  0.8753725E-03  0.1620116E-02
   0.6480000E+00 -0.3087651E-15  0.1780079E-02
   0.6520000E+00  0.2300562E-15  0.2487278E-02
   0.6560000E+00 -0.1640809E-16  0.2850979E-02
   0.6600000E+00  0.8276875E-16  0.3141422E-02
   0.6640000E+00 -0.2742504E-16  0.3396875E-02
   0.6680000E+00 -0.1102218E-15  0.3632133E-02
   0.6720000E+00 -0.8327533E-16  0.3854699E-02
   0.6760000E+00  0.2775036E-16  0.4068969E-02
   0.6800000E+00  0.6217675E-16  0.4277766E-02
   0.6840000E+00 -0.1673081E-17  0.4483028E-02
   0.6880000E+00 -0.3608862E-15  0.4686148E-02
   0.6920000E+00 -0.7224235E-16  0.4888164E-02
   0.6960000E+00 -0.5548405E-16  0.5089884E-02
   0.7000000E+00  0.2973894E-16  0.5291940E-02
   0.7040000E+00 -0.2774368E-16  0.5494847E-02
   0.7080000E+00 -0.1657071E-15  0.5699029E-02
   0.7120000E+00 -0.5524642E-16  0.5904841E-02
   0.7160000E+00  0.7094052E-16  0.6112586E-02
   0.7200000E+00  0.3581290E-16  0.6322526E-02
   0.7240000E+00 -0.2083854E-15  0.6534888E-02
   0.7280000E+00 -0.1377232E-15  0.6749877E-02
   0.7320000E+00 -0.4421749E-16  0.6967672E-02
   0.7360000E+00 -0.1348041E-16  0.7188437E-02
   0.7400000E+00 -0.2775259E-16  0.7412320E-02
   0.7440000E+00 -0.2778508E-16  0.7639459E-02
   0.7480000E+00  0.5563357E-16  0.7869979E-02
   0.7520000E+00 -0.3794780E-17  0.8103998E-02
   0.7560000E+00  0.9314540E-17  0.8341627E-02
   0.7600000E+00  0.2213876E-15  0.8582970E-02
   0.7640000E+00  0.5034520E-15  0.8828126E-02
   0.7680000E+00 -0.2486880E-17  0.9077188E-02
   0.7720000E+00 -0.2074177E-16  0.9330246E-02
   0.7760000E+00 -0.7629731E-17  0.9587388E-02
   0.7800000E+00  0.1736753E-16  0.9848697E-02
   0.7840000E+00 -0.1525325E-16  0.1011425E-01
   0.7880000E+00  0.2265044E-15  0.1038413E-01
   0.7920000E+00 -0.2854289E-16  0.1065842E-01
   0.7960000E+00  0.1456403E-17  0.1093718E-01
   0.8000000E+00  0.1310071E-17  0.1122049E-01
   0.8040000E+00 -0.2772137E-16  0.1150842E-01
   0.8080000E+00  0.1842488E-16  0.1180105E-01
   0.8120000E+00 -0.1064353E-15  0.1209843E-01
   0.8160000E+00  0.8349875E-17  0.1240064E-01
   0.8200000E+00  0.7027467E-17  0.1270775E-01
   0.8240000E+00 -0.4900487E-17  0.1301982E-01
   0.8280000E+00  0.2769161E-16  0.1333691E-01
   0.8320000E+00  0.1023737E-16  0.1365910E-01
   0.8360000E+00  0.5751178E-17  0.1398644E-01
   0.8400000E+00 -0.2775690E-16  0.1431901E-01
   0.8440000E+00 -0.1613454E-15  0.1465685E-01
   0.8480000E+00  0.1585825E-16  0.1500005E-01
   0.8520000E+00  0.8333367E-16  0.1534864E-01
   0.8560000E+00 -0.1315956E-15  0.1570271E-01
   0.8600000E+00  0.3331215E-15  0.1606231E-01
   0.8640000E+00  0.2775287E-16  0.1642751E-01
   0.8680000E+00  0.8634970E-16  0.1679836E-01
   0.8720000E+00  0.4508381E-16  0.1717492E-01
   0.8760000E+00  0.5408999E-17  0.1755725E-01
   0.8800000E+00 -0.4088993E-17  0.1794540E-01
   0.8840000E+00 -0.6738459E-16  0.1833946E-01
   0.8880000E+00  0.3502760E-17  0.1873948E-01
   0.8920000E+00  0.1216813E-16  0.1914552E-01
   0.8960000E+00  0.2336671E-17  0.1955763E-01
